id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,formations,competences,dureeTravailLibelle,dureeTravailLibelleConverti,alternance,nombrePostes,accessibleTH,qualificationCode,qualificationLibelle,codeNAF,secteurActivite,secteurActiviteLibelle,qualitesProfessionnelles,offresManqueCandidats,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.codePostal,lieuTravail.commune,entreprise.nom,entreprise.entrepriseAdaptee,salaire.libelle,contact.nom,contact.coordonnees1,contact.coordonnees2,contact.coordonnees3,agence.courriel,origineOffre.origine,origineOffre.urlOrigine,origineOffre.partenaires,entreprise.description,complementExercice,deplacementCode,deplacementLibelle,salaire.commentaire,salaire.complement1,entreprise.logo,entreprise.url,experienceCommentaire,langues,permis,contact.courriel,salaire.complement2
9408770,Conseiller Clientèle H/F,"Au sein de la société NEOTI, vous assurez la fidélisation de la clientèle et la conquête de nouveaux clients : suivi commercial, gestion et renouvellement des contrats, promotion des nouveaux produits, conseil, etc.",2023-02-16T22:13:55.000Z,2023-11-21T09:48:06.000Z,M1204,Contrôle de gestion,Conseiller / Conseillère en gestion,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,,False,1,False,,,,,,,,12 - ONET LE CHATEAU,44.382298,2.562117,12000,12176,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9408770,"[{'nom': 'LAVEYRONRECRUTE', 'url': 'https://www.laveyronrecrute.com/emplois/onet-le-chateau/conseiller-clientele-hf_TFOOffers9704?source=pole-emploi', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/laveyronrecrute80.png'}]","NEOTI est une société créatrice d'énergie numérique qui conçoit et commercialise des softs et services dédiés aux concessionnaires, distributeurs, loueurs et réparateurs. Nos domaines d'excellence : le machinisme agricole, espaces verts et motoculture, le matériel BTP et manutention, poids lourds, véhicules industriels et véhicules légers, les gestionnaires de parc.  NEOTI est une société du groupe FIDECIEL, acteur majeur du logiciel et des services numériques, qui, grâce au...",,,,,,,,,,,,
9407043,Opérateur de  Production  H/F,"Nous recherchons pour notre site de Decazeville (12) un(e) Opérateur de Production (F/H), Vos missions : Après une formation à notre métier, vous prenez part à la bonne réalisation de la production de l'unité, en alternant sur les secteurs suivants : - Contrôle et tri du linge, en provenance de nos clients - Finition du linge propre vêtement de travail (mise sur cintres, pliage, finitions) - Engagement du linge - Réception du linge Travail debout",2023-02-16T22:07:40.000Z,2024-01-10T19:39:58.000Z,H2102,Conduite d'équipement de production alimentaire,Opérateur(trice) production/fabrication en ind alimentaire,CDD,Contrat à durée déterminée - 1 Mois,Contrat travail,D,Débutant accepté,,,,,False,5,False,,,,,,,,12 - DECAZEVILLE,44.568181,2.25749,12300,12089,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9407043,"[{'nom': 'LAVEYRONRECRUTE', 'url': 'https://www.laveyronrecrute.com/emplois/decazeville/operateur-de-production-hf_TFOOffers9696?source=pole-emploi', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/laveyronrecrute80.png'}]","KALHYGE, société de Groupe Mutualiste MNH, est un acteur de référence de la location-entretien d'articles textiles et d'équipements hygiène auprès de 30 000 clients, professionnels de la santé, de l'hôtellerie-restauration, de l'industrie et des commerces & services. Répartis dans 28 unités certifiées ISO 9001, à travers toute la France et 6 centres d'hygiène, les 3 000 collaborateurs KALHYGE dispensent un service de proximité à leurs clients qu'ils rencontrent au cours de 2 ...",,,,,,,,,,,,
9393458,Régleur / Régleuse en production (H/F),"REGLEUR (H/F)
Le Cabinet de RECRUTEMENT MANPOWER de Nantes recherche pour son client, industrie manufacturière et production, un Régleur (H/F) en CDI à Saint Herblain (44).
 
Vos missions : 
 Rattaché(e) au Team Leader, votre mission principale sera de maintenir un parc de machines composé d'environ 40 équipements différents, aptes à produire les produits demandés dans le respect des conditions de Sécurité, Qualité et Quantités requises. Vous travaillerez dans un environnement global de machines à cames sur lesquelles sont implantées des technologies électropneumatiques (pompes de dosage, soudures ultra-sons, contrôle de pression, mesures mécaniques, contrôles caméra, etc.).
 
Dans ce cadre, vous serez amené(e) à :
- Effectuer des opérations de démarrage, réglage, dépannage, changement de série et maintenance en collaboration avec l'équipe en place, composée de 10 à 15 collaborateurs, avec l'assistance d'un Technicien ;
 - Maintenir et optimiser les outils de production afin de garantir au quotidien les résultats des domaines en termes de Qualité, Quantité, Délais, Coûts et Sécurité ;
- Assurer un rôle de liaison avec l'ensemble des intervenants, Opérateurs de Production, Techniciens et Team Leader et communiquer les informations nécessaires au Régleur de l'autre équipe ;
 - Distribuer le travail aux Opérateurs de Production en respectant les consignes du Team Leader (y compris en mode de production dégradé) ;
- Analyser et remonter les problèmes techniques en étant force de propositions ;
- Informer et alerter sur les besoins en outillage machine.
 
Profil :
Votre profil :
Vous êtes issu(e) d'une formation orientée mécanique industrielle (microtechnique/mécanique/électromécanique) de type BAC+2 (BTS Maintenance de Systèmes de Production.).
Vous avez une expérience d'au minimum 2 ans en qualité de Régleur/euse, idéalement dans un environnement industriel de production grand volume.
Vous êtes sensible à la sécurité et à la propreté et maitrisez des techniques de contrôle. 
Poste en CDI",2023-02-16T18:56:09.000Z,2023-11-24T10:52:04.000Z,H2912,Réglage d'équipement de production industrielle,Régleur / Régleuse en production,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),,,,,False,1,False,,,,,,,,44 - ST HERBLAIN,47.227082,-1.625284,44800,44162,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9393458,"[{'nom': 'OUESTFRANCE', 'url': 'https://www.ouestfrance-emploi.com/offre-d-emploi/regleur-h-f-11049268/?at_medium=affiliate&at_campaign=pole-emploi#lieu=19064', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/ouestfrance80.png'}]",,,,,,,,,,,,,
9393411,Technicien / Technicienne de maintenance industrielle (H/F),"TECHNICIEN DE MAINTENANCE (H/F)
MANPOWER Cabinet de Recrutement, recherche pour son client, industrie manufacturière située à Nantes (44), un Technicien de Maintenance H/F en CDI. 
Votre mission :
Dans le cadre de la maintenance des moyens de production, vous gérez un parc machines et intervenez en tant qu'expert au sein de l'unité sur les machines dont vous avez la charge. 
Vous collaborez avec le technicien produit et méthodes à la mise en place des actions programmées en curatif et préventif.
- Vous contribuez, par vos interventions, à la disponibilité des équipements de vos clients internes en recherchant le meilleur rapport coût / efficacité
- Vous garantissez, par le maintien et l'actualisation de vos compétences dans un ou plusieurs domaines, la pertinence des solutions techniques proposées
- Vous intervenez sur les équipements dans les conditions de délais, sécurité et qualité, conformément au contrat passé avec la production et dans le respect des délais préconisés ceci dans un souci constant d'optimisation de vos interventions
- Vous proposez des évolutions de postes / process en tenant compte des impératifs de production (cadences, nouveaux produits, ...) ou des évolutions réglementaires et les mettrez en oeuvre
- Vous apportez aux utilisateurs toutes informations relatives aux conditions de bonne utilisation, aux dysfonctionnements et aux dispositions de maintenance prévues
- Poste à pourvoir en 2X8, nuit et week-end ponctuellement (à des conditions attractives)
Profil :
- Issu d'une formation BAC PRO avec une expérience de 3 à 5 ans dans un contexte industriel ou d'un DUT en GEII ou BTS MI
- Vous possédez de solides connaissances techniques en Hydraulique, Pneumatique, Electricité, Mécanique. Une bonne connaissance en Robotique et Informatique industrielle serait un plus.
- Méthodique, organisé(e) et réactif (ve), vous avez le sens de l'initiative et êtes reconnu(e) pour vos qualités relationnelles et votre esprit de travail en équipe.
Poste en CDI",2023-02-16T18:55:40.000Z,2023-11-24T10:52:03.000Z,I1304,Installation et maintenance d'équipements industriels et d'exploitation,Technicien / Technicienne de maintenance industrielle,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),,,,,False,1,False,,,,,,,,44 - NANTES,47.239367,-1.555335,44000,44109,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9393411,"[{'nom': 'OUESTFRANCE', 'url': 'https://www.ouestfrance-emploi.com/offre-d-emploi/technicien-de-maintenance-h-f-11049244/?at_medium=affiliate&at_campaign=pole-emploi#lieu=18998', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/ouestfrance80.png'}]",,,,,,,,,,,,,
9393399,Outilleur-mouliste / Outilleuse-mouliste (H/F),"OUTILLEUR MOULISTE (H/F)
Le cabinet de recrutement Manpower de Nantes recherche pour son client, un outilleur mouliste pour un poste à pourvoir en CDI sur Nantes. (44)
 
Vous mettez à disposition des moules en bon état de fonctionnement ; intervenez en cas panne sur les outillages. Vous travaillez également avec les régleurs et les techniciens études & essais sur l'analyse de problèmes de productions liés aux moules.
 
A ce titre, vos missions sont les suivantes :
 
Vous réalisez un diagnostic des moules après chaque campagne de production et vous assurez leur entretien préventif & remise en état.
Sous la responsabilité de votre supérieur hiérarchique, vous reportez directement au technicien mouliste pour assurer les préventifs de moules : les dépannages et analyses en cas de problèmes avec le personnel sur presse (régleurs et technicien).
Vous reportez au technicien mouliste l'utilisation de pièces pour dépannage afin de commander les pièces de rechange au service Outillage ou à la sous-traitance par l'intermédiaire du technicien mouliste ou du service Méthodes du secteur.
 Vous êtes force de proposition pour l'amélioration de l'outil de production.
Vous travaillez en équipe avec les autres outilleurs du secteur ; les régleurs ; les techniciens ; vous contribuez au bon passage des consignes entre équipes.
Vous pouvez être amené à vous servir de machines-outils pour des retouches simples, reprises, soudures
Vous pouvez de plus, être amené à réaliser des demandes de travaux auprès du service outillage et maintenance.
Profil :
Votre profil : 
Issu(e) d'une formation de type CAP / BEP / BAC professionnel,  vous avez une première expérience sur un poste similaire.
Vous avez des connaissances du moule d'injection, en géométrie, et en lecture de plans. 
Des notions simultanées de plusieurs techniques (fraisage, ajustage et rectification) et/ou polissage sont attendues.
Vous êtes précis.e, rigoureux.se et méthodique. 
Poste en CDI",2023-02-16T18:55:31.000Z,2023-11-24T10:52:03.000Z,H2901,Ajustement et montage de fabrication,Outilleur-mouliste / Outilleuse-mouliste,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),,,,,False,1,False,,,,,,,,44 - ST HERBLAIN,47.227082,-1.625284,44800,44162,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9393399,"[{'nom': 'OUESTFRANCE', 'url': 'https://www.ouestfrance-emploi.com/offre-d-emploi/outilleur-mouliste-h-f-11049279/?at_medium=affiliate&at_campaign=pole-emploi#lieu=19064', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/ouestfrance80.png'}]",,,,,,,,,,,,,
9392934,Mécanicien / Mécanicienne poids lourds (H/F),"Mécanicien poids lourds (H/F)
Entreprise familiale à échelle humaine, distribuant des véhicules DAF et implantée sur 5 départements de l'ouest, nos concessions DAF situé sur Le Mans et Alençon recrute dès à présent un MÉCANICIEN POIDS LOURDS en CDI.
Un profil issu de l'Agricole - Automobile ou BTP sera étudié et vous suivrez une formation assurée en interne et chez le constructeur.
Salaire motivant à négocier selon profil et expérience.
Au sein d'une petite équipe, vos missions seront :
-Diagnostic
-Dépannage
-Maintenance
-Opérations préventives et curatives
Sur marque DAF, toutes marques poids lourds, semi-remorques et équipement.
Outil de diagnostic informatique dernière génération DAF et Multimarques.
Rejoignez dès maintenant notre équipe en transmettant votre candidature via le bouton POSTULER.
Profil :
-Expérience en mécanique poids lourds, agricole, BTP ou automobile (formation assurée en interne et chez le constructeur)
-Motivation et réactivité
-Rigueur et goût pour le travail en équipe.
Poste en CDI",2023-02-16T18:52:09.000Z,2024-01-09T20:50:26.000Z,I1604,Mécanique automobile et entretien de véhicules,Mécanicien / Mécanicienne poids lourds,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,,,,,False,1,False,,,64.20Z,64,Activités des sociétés holding,,,61 - ALENCON,48.429859,0.092935,61000,61001,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9392934,"[{'nom': 'OUESTFRANCE', 'url': 'https://www.ouestfrance-emploi.com/offre-d-emploi/mecanicien-poids-lourds-h-f-11046616/?at_medium=affiliate&at_campaign=pole-emploi#lieu=26771', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/ouestfrance80.png'}]",,,,,,,,,,,,,
9392516,Mécanicien / Mécanicienne poids lourds (H/F),"Mécanicien poids lourds (H/F)
Entreprise familiale à échelle humaine, distribuant des véhicules DAF et implantée sur 5 départements de l'ouest, nos concessions DAF situé sur Angers et Cholet recrute dès à présent un MÉCANICIEN POIDS LOURDS en CDI.
Un profil issu de l'Agricole - Automobile ou BTP sera étudié et vous suivrez une formation assurée en interne et chez le constructeur.
Salaire motivant à négocier selon profil et expérience.
Au sein d'une petite équipe, vos missions seront :
-Diagnostic
-Dépannage
-Maintenance
-Opérations préventives et curatives
Sur marque DAF, toutes marques poids lourds, semi-remorques et équipement.
Outil de diagnostic informatique dernière génération DAF et Multimarques.
Rejoignez dès maintenant notre équipe en transmettant votre candidature via le bouton POSTULER.
Profil :
-Expérience en mécanique poids lourds, agricole, BTP ou automobile (formation assurée en interne et chez le constructeur)
-Motivation et réactivité
-Rigueur et goût pour le travail en équipe.
Poste en CDI",2023-02-16T18:50:13.000Z,2023-11-24T10:52:02.000Z,I1604,Mécanique automobile et entretien de véhicules,Mécanicien / Mécanicienne poids lourds,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,,,,,False,1,False,,,64.20Z,64,Activités des sociétés holding,,,49 - ANGERS,47.466735,-0.56191,49000,49007,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9392516,"[{'nom': 'OUESTFRANCE', 'url': 'https://www.ouestfrance-emploi.com/offre-d-emploi/mecanicien-poids-lourds-h-f-11046618/?at_medium=affiliate&at_campaign=pole-emploi#lieu=20351', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/ouestfrance80.png'}]",,,,,,,,,,,,,
9384746,Chargé d'affaires EIA (H/F),"RESPONSABILITÉS : 

 - Gestion du portefeuilles d'affaires existant et développement des nouvelles affaires
 - Répondre aux appels d'offres
 - Présenter la société ainsi que les prestations (Prestations de services, contrats de maintenance)
 - Recueillir les besoins des entreprises et leur proposer des solutions sur mesures
 - Négocier les tarifs en veillant au respect de la politique commerciale de la société
 - Suivre et coordonner la bonne réalisation des projets : coûts, délais, qualité, livraison, mise en service
 - Superviser et suivre les phases des affaires (études de faisabilité, rédaction du cahier des charges, suivi des équipes techniques, livraisons)

PROFIL RECHERCHÉ : 

De formation bac+2 à Bac +5, vous justifiez d'une expérience d'au moins 5 ans minimum dans les domaines de l'EIA.
Vous disposez de bonnes connaissances dans le domaine de l'industrie.
Statut : cadre
Rémunération :
 - Salaire fixe : entre 45 et 60K€
 - 13ème mois
 - Véhicule de fonction
 - Intéressement + Participation
 - Primes
 - Epargnes salariales",2023-02-16T17:50:41.000Z,2024-01-01T11:26:56.000Z,H2301,Conduite d'équipement de production chimique ou pharmaceutique,Chef de poste en industrie chimique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,,,35 H  Travail en journée,Temps plein,False,1,False,9,Cadre,,,,,,76 - ROUEN,49.440044,1.093912,76000,76540,Réseau Alliance,False,"Annuel de 45000,00 Euros à 60000,00 Euros",,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9384746,"[{'nom': 'BEETWEEN', 'url': 'https://candidature.beetween.com/apply/job/5qw58j4o4s8/charge-d-affaires-eia-h-f', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/beetween80.png'}]","Le cabinet de recrutement Réseau Alliance recherche pour un de ses clients, spécialisé dans les travaux industriels, un chargé d'affaires H/F spécialisé dans l'électricité, l'instrumentation et l'automatisme.
Le poste à pourvoir est un CDI basé au sein de l'agglomération rouennaise (76).
Rattaché(e) au directeur d'agence, vous serez responsable de plusieurs prestations de services EIA auprès d'une clientèle composée de sociétés industrielles (Chimiques, automobiles...",,,,,,,,,,,,
9364170,Pâtissier (H/F),"Vous participez à l'ensemble des étapes de production de notre gamme de pains classiques et spéciaux (pétrissage, fa&ccedil;onnage, fermentation et cuisson) en respectant les recettes et procédures. Vous participez à l'entretien quotidien des locaux dans le respect des normes d'hygiène et de sécurité alimentaire.
 
 Dipl&ocirc;mé du CAP pâtissier, vous bénéficiez d'une expérience d'au moins 5 ans en boulangerie. Vous ma&icirc;trisez les techniques de fabrication et les cuissons des produits que vous fabriquez. Rigoureux et curieux, vous savez faire preuve d'autonomie et avez le go&ucirc;t du travail bien fait.",2023-02-16T12:56:58.000Z,2023-12-12T19:08:08.000Z,D1104,"Pâtisserie, confiserie, chocolaterie et glacerie",Pâtissier / Pâtissière,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,,,,,False,1,False,,,,,,,,95 - GONESSE,48.985195,2.457867,95500,95277,Leclerc Gonesse,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9364170,"[{'nom': 'DISTRIJOB', 'url': 'https://www.distrijob.fr/offre-emploi/patissier-gonesse-1407794.aspx?utm_source=pole-emploi&utm_medium=referral&utm_campaign=chef-patissier', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/distrijob80.png'}]","Hypermarché 6000 m&sup2;, au sein d'un centre commercial de proximité et proche du golf de Gonesse (95500), 200 personnes, enseigne nationale E.LECLERC.",,,,,,,,,,,,
9357440,Secrétaire administratif / administrative (H/F),"Description du poste :
Vos missions principales seront les suivantes :
- Accueil physique et téléphonique
- Réception, ouverture et tri du courrier
- Rédaction de mail et courrier
-Classement, archivage
- Rapprocher les bons de livraisons fournisseurs avec les factures pour les viser
- Relancer les clients par téléphone, courriers et mails
- Réaliser la facturation des clients, validation de la facturation, envoie des factures par courrier ou en dématérialisation depuis Resoposte, et classement
- Réaliser et envoyer les remise de chèques
- Réaliser les statistiques des ventes
- Réalisation des rapprochements bancaires
- Saisie des factures achats et ventes sur le logiciel quadracompta
- Déclaration en douane française et suisse les importations et exportations.
Outils informatiques :
- Pack office, Outlook, Quadra compta, Adler, Resposote, Exobanque
Description du profil :
Expérience minimum : 2-3 ans
Etudes dans le domaine du secrétariat
Savoir-être :***Capacité d'adaptation***Capacité d'organisation***Autonomie",2023-02-16T11:46:34.000Z,2024-01-04T09:50:38.000Z,M1607,Secrétariat,Secrétaire administratif / administrative,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),,,,,False,1,False,,,,,,,,74 - ANNEMASSE,46.189327,6.243054,74100,74012,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9357440,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/28039331?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]","Arve Interim CDI-CDD Groupe ATOLL vous accompagne depuis 30 ans dans votre recherche d'emploi !
Acteur majeur du recrutement sur le bassin d'Annemasse, nous sommes sans cesse à la recherche de nouveaux talents !
Actuellement, nous recherchons pour le compte de notre client, spécialisé dans le domaine du batiment :
UN.E SECRETAIRE ADMNISTRATIF H/F
Période d'intérim / En vue d'un CDI",,,,,,,,,,,,
149DFXY,Manoeuvre bâtiment,"Vous êtes manœuvre dans le bâtiment et autonome sur le chantier.

Travail en 9h/ jour, lundi au vendredi midi.",2023-02-15T13:37:47.000Z,2024-01-08T11:45:41.000Z,F1704,Préparation du gros oeuvre et des travaux publics,Manoeuvre bâtiment,CDI,Contrat à durée indéterminée,Contrat travail,E,3 mois,,"[{'code': '121977', 'libelle': 'Terrasser un terrain ou une construction', 'exigence': 'S'}, {'code': '300265', 'libelle': 'Charger, décharger, manutentionner des produits', 'exigence': 'S'}, {'code': '400288', 'libelle': 'Déblayer, remblayer un terrain', 'exigence': 'S'}]",35H Travail en journée,Temps plein,False,1,False,3,"Ouvrier qualifié (P1,P2)",43.99C,43,Travaux de maçonnerie générale et gros œuvre de bâtiment,"[{'libelle': ""Faire preuve d'autonomie"", 'description': ""Capacité à prendre en charge son activité sans devoir être encadré de façon continue (le cas échéant, à solliciter les autres acteurs de l'entreprise).""}, {'libelle': 'Faire preuve de rigueur et de précision', 'description': ""Capacité à réaliser des tâches en suivant avec exactitude les règles, les procédures, les instructions qui ont été fournies, sans réaliser d'erreur et à transmettre clairement des informations. Se montrer ponctuel et respectueux des règles de savoir-vivre usuelles.""}, {'libelle': 'Travailler en équipe', 'description': ""Capacité à travailler et à se coordonner avec les autres au sein de l'entreprise pour réaliser les objectifs fixés.""}]",False,32 - SAVIGNAC MONA,43.489237,1.007972,32130,32421,MS RENOVATION GERSOISE,False,Mensuel de 1950 Euros sur 12 mois,Pôle Emploi L'ISLE JOURDAIN,12 RUE ROGER COUDERC,32600 L ISLE JOURDAIN,"Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/149DFXY","Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/149DFXY",1,https://candidat.pole-emploi.fr/offres/recherche/detail/149DFXY,,"Entreprise familiale DE RENOVATION tous corps d'état située à coté de Samatan, plusieurs années d'expérience.",,,,,,,,,,"[{'libelle': 'B - Véhicule léger', 'exigence': 'E'}]",,
9350729,Poissonnier / Poissonnière (H/F),"Description du poste :
Véritable animateur du rayon poissonnerie, il témoigne du savoir-faire métier du magasin. Ses principaux objectifs sont le développement des ventes, de l'image du rayon poissonnerie et plus largement du secteur produits frais. Il est l'un des acteurs importants de la stratégie commerciale produits frais de l'enseigne.
MISSIONS PRINCIPALES***Préparation et mise en avant des produits, animation de l'étal par la proposition d'une offre variée, conforme aux attentes des clients et au la politique prix du magasin, conseil client
* Gestion des commandes, vérification de la conformité des marchandises livrées, respect des règles d'hygiène, de traçabilité et de sécurité alimentaire
Description du profil :
Compétences et qualités attendues :***Maîtrise et passion du métier
* Sens de l'organisation
* Sens du client
Formation/parcours :***Formation de type CAP ou une expérience réussie dans le métier dans la grande distribution ou dans le circuit traditionnel",2023-02-16T09:52:52.000Z,2024-01-04T09:53:05.000Z,D1105,Poissonnerie,Poissonnier / Poissonnière,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),,,,,False,1,False,,,,,,,,75 - PARIS 09,48.877098,2.337887,75009,75109,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9350729,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/28064628?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]","Le magasin E.Leclerc de Paris 14ème recrute son équipe dans les métiers alimentaires et non-alimentaires.
Avec 721 magasins, 135.000 collaborateurs et 536 adhérents en France, E.Leclerc est leader de la distribution en France, avec une part de marché de 21,6 % et un chiffre d'affaires de 48,2 milliards d'euros en 2019.
Les adhérents du Mouvement E.Leclerc, entrepreneurs indépendants, partagent une même mission : permettre à chacun de vivre mieux en dépensant moins, grâce...",,,,,,,,,,,,
9327478,INFIRMIER DE  7H13H (H/F),"Nous recherchons pour le compte de notre client un Infirmier (H/F) pour un établissement en service de SSR en 7h13hVos tâches principales :
 - Soins préopératoires : administrer les prémédications,
 - Soins postopératoires selon les prescriptions médicales ou relevant de son rôle propre (médicaments, injections, pansements, surveillance des diurèses, sonde vésicale, change de redons, perfusion, injection, points de ponctions, prise des constantes, .)
 - Suivi de l'état du patient : ECG, télémétrie, surveillance régulière, visite avec les médecins, transmettre toute information nécessaire au médecin concernant l'état de santé du patient
 - Evaluer la douleur des patients en postopératoire
 - Respecter l'ordre des soins en cas de patient en isolement dans le service
 - Participer au retour à l'autonomie du patient
 - Répondre aux sonnettes
 - Assurer le suivi des soins prodigués au patient en procédant à la transtâche des informations à l'équipe de relève
 - Accompagnement du patient et de sa famille",2023-02-16T05:47:59.000Z,2023-11-20T04:35:40.000Z,J1506,Soins infirmiers généralistes,Infirmier / Infirmière de soins généraux,MIS,Mission intérimaire - 12 Jour(s),Contrat travail,D,Débutant accepté,,,,,False,1,False,,,78.20Z,78,Activités des agences de travail temporaire,,,06 - MOUGINS,43.592442,6.999233,06250,06085,Appel Medical,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9327478,"[{'nom': 'HANDICAP_JOB', 'url': 'https://www.handicap-job.com/recherche/detail/oid/5200534/infirmier-de-fh-7h13h.html', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/handicap_job80.png'}]","Rejoignez les 30 000 collaborateurs de l'Appel Médical et bénéficiez de nombreuses missions et emplois les plus adaptés à vos envies et compétences tout en profitant des nombreux services et avantages exclusifs.
Les fonctions ou intitulés se déclinent au féminin comme au masculin.",,,,,,,,,,,,
9324429,"""Technicien d'élevage F-H"" (H/F)","""""""Exploitation porcine Centre Est Morbihan recherche son second d'élevage H/F. Vous interviendrez sur les ateliers gestante, maternité et post sevrage. Vous serez chargé(e) du suivi des animaux, de l'alimentation. /r/nVous travaillerez en binôme. /r/nPrévoir une permanence 1 weekend/4. Poste à pourvoir dès accord""""""",2023-02-16T05:39:46.000Z,2023-11-07T04:22:12.000Z,A1301,Conseil et assistance technique en agriculture et environnement naturel,Technicien laitier / Technicienne laitière,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,,,,,False,1,False,,,,,,,,56 - VAL D OUST,47.865398,-2.432346,56460,56197,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9324429,"[{'nom': 'ANEFA', 'url': 'https://www.lagriculture-recrute.org/rechercher/offres/38986', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/anefa80.png'}]",,,,,,,,,,,,,
9323163,CARROSSIER - H/F,"Description :


Dans le cadre du remplacement d'un collaborateur, notre centre de préparation à Béziers recherche son/sa futur(e) Carrossier(e).Au sein d'une équipe de 35 collaborateurs et sous la responsabilité du Responsable d'atelier, vous réaliserez des interventions de maintenance relevant de l'entretien courant et/ou périodique des véhicules.Vos missions principales seront les suivantes : Contrôler les déformations d'un véhicule, puis remettre en forme les éléments de carrosserieRemplacer, ajuster et régler tous types d'éléments (amovibles, soudés, collés, sertis.)Déposer des organes mécaniques, électriques, électroniques et des éléments d'habillage nécessaires à la réalisation de l'interventionRéfecter des éléments composites, remplacer ou réparer tout vitrageRéaliser des travaux de sellerie nécessaires à l'intervention carrosserie (sièges, garnitures.)Intervenir en peinture (protéger et traiter des surfaces, mastiquer, poncer, apprêter et maroufler)Déterminer et réaliser la teinte, appliquer des sous-couches et des couches de finition
  
  
Profil recherché :
  
  
De formation CAP à Bac +2 dans la maintenance automobile, vous possédez une expérience dans la réparation et la peinture des carrosseries automobiles.Vous connaissez les outils spécialisés et les règles de sécurité dans l'atelier.Vous êtes rigoureux, organisé, vous possédez le sens du service client et la culture du résultat.Tout au long de votre carrière, le Groupe Tressol-Chabrier vous accompagne à l'aide de programmes de formation ambitieux pour vous permettre d'évoluer vers les métiers de la réception, du diagnostic et/ou de la pièce de rechange...",2023-02-16T05:15:45.000Z,2024-01-09T09:41:45.000Z,I1606,Réparation de carrosserie,Carrossier / Carrossière,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,,,Temps plein,,False,1,False,,,68.10Z,68,Activités des marchands de biens immobiliers,,,34 - BEZIERS,3.21313,43.342656,34500,34032,Groupe Tressol Chabrier,False,"Mensuel de 2000,00 Euros à 2200,00 Euros",,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9323163,"[{'nom': 'SOFTY', 'url': 'https://tressol-chabrier.softy.pro/offre/77855?idt=5&h=778550', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/softy80.png'}]",,Temps plein,,,,,,,,,,,
